danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,uri,title,artist,mood
0.518,0.361,-12.786,0.0543,0.815,0.926,0.626,80.019,spotify:track:1X5E4FEGch9ScEk1gxu8Ne,Nectar,Fred Paci,happy
0.631,0.625,-10.73,0.0374,0.134,0.0196,0.305,155.987,spotify:track:6tZetCGfhxPh5ZIKCGmaKq,The Bottom of It,Fruit Bats,happy
0.593,0.926,-5.361,0.0319,0.0355,0.0582,0.945,100.011,spotify:track:3HdcqQpq7zb5GbEKBDY34p,Humbug Mountain Song,Fruit Bats,happy
0.481,0.291,-13.379,0.0273,0.608,0.921,0.244,77.056,spotify:track:51YRwAeesNlpvB5U51lZY7,Pear Pressure,Future of Lofi,happy
0.742,0.399,-12.862,0.0516,0.841,0.943,0.79,152.05,spotify:track:5N5hbSkC5bykTudQmgE2BH,Sons de carrilhões,Gabriel Cavalcanti,happy
0.682,0.724,-5.055,0.0306,0.164,0,0.491,132.051,spotify:track:2Wbf4FpDxo9CGmepoV2RfU,Sweet About Me,Gabriella Cilmi,happy
0.806,0.467,-11.021,0.12,0.414,0.00304,0.565,101.048,spotify:track:68LD8P1989xcYJKZA3aqRV,Posh Kid,Gasch,happy
0.785,0.403,-16.464,0.0603,0.236,0.874,0.904,170.014,spotify:track:2LTcqJRepokYQMofS53rjt,Soleil,Geezmo,happy
0.685,0.738,-4.413,0.0595,0.0695,0,0.8,112.972,spotify:track:4N5s8lPTsjI9EGP7K4SXzB,Green Green Grass,George Ezra,happy
0.544,0.847,-4.794,0.0385,0.0462,0,0.168,97.974,spotify:track:24fXShNbufmThxBTWWPfO1,Cassy O',George Ezra,happy
0.584,0.726,-4.604,0.0371,0.14,0,0.398,106.979,spotify:track:2JVwsN6viHjR9t5pCPQ4Br,Pretty Shining People,George Ezra,happy
0.673,0.735,-4.733,0.0457,0.286,0,0.754,115.744,spotify:track:4ofwffwvvnbSkrMSCKQDaC,Shotgun,George Ezra,happy
0.887,0.48,-11.994,0.117,0.0094,3.58E-05,0.607,95.846,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered,George Michael,happy
0.615,0.466,-9.607,0.0322,0.301,0.00382,0.428,140.071,spotify:track:5ABxYELhyp9nIHqCADcRSD,Black Foam,Giorgio Robertini,happy
0.735,0.214,-13.231,0.0482,0.719,0.933,0.196,85.028,spotify:track:3vkXcpV294D0mrLIz5k1nM,Mr Lonely,Giorgio Robertini,happy
0.652,0.414,-8.737,0.131,0.74,0.861,0.41,85.977,spotify:track:62OND6iBr7fNqPE2E1MiIQ,Head High,Glimlip,happy
0.516,0.684,-5.659,0.0797,0.652,0,0.84,161.167,spotify:track:0BbA7S30mOQB94e4IBnqCt,Tainted Love - Single Version,Gloria Jones,happy
0.428,0.885,-5.325,0.0412,6.48E-05,2.73E-05,0.804,179.97,spotify:track:3LQY0O87BlaOKMp56ST4hC,No Time to Explain,Good Kid,happy
0.695,0.923,-3.93,0.0522,0.0425,0.0469,0.551,108.014,spotify:track:64dLd6rVqDLtkXFYrEUHIU,New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,happy
0.818,0.705,-6.679,0.177,0.00836,0.00233,0.772,138.559,spotify:track:0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,happy
0.73,0.546,-9.53,0.0849,0.899,0.898,0.0731,79.954,spotify:track:3Ls2JfT2cWABG0uTCJKoqJ,Picnic With A Tape Recorder,Goslow,happy
0.409,0.594,-9.725,0.031,0.032,0.0391,0.212,110.187,spotify:track:2d3QlXE6FXFDeodiS66yjM,Weekend Friend,Goth Babe,happy
0.577,0.683,-7.699,0.0523,0.028,0.00329,0.728,115.058,spotify:track:7MuU7UbVaKyu4HkHBoHwrD,Canary Islands,Goth Babe,happy
0.551,0.834,-5.882,0.0482,0.0123,0.000936,0.962,168.944,spotify:track:5faGyT8owqkeioEf5PDeIB,Something That I Want,Grace Potter,happy
0.72,0.533,-10.546,0.117,0.823,0.925,0.638,192.187,spotify:track:7LebLMIwvYvoWbBd9GYtxW,Red Dove,Greenland,happy
0.806,0.385,-10.076,0.0402,0.173,0.839,0.293,127.966,spotify:track:20bxpthQ6s3G9OMJTVJZVA,Shaken Stir,Gregory David,happy
0.721,0.487,-9.519,0.144,0.671,0.855,0.537,78.055,spotify:track:3QGeVTGNN77x4oQcUneQp5,The Rooftop,Gregory David,happy
0.902,0.397,-7.946,0.0601,0.00905,0.545,0.555,86.052,spotify:track:3Xq6IMKkk7fVHQRkyo3ef8,Bike Ride,Guidolain beats,happy
0.574,0.807,-5.319,0.0348,0.00117,0,0.656,134.972,spotify:track:3lHh76erVVIK364LN7KBRr,Horizons,Gus Dapperton,happy
0.65,0.382,-8.843,0.213,0.852,0.579,0.444,172.025,spotify:track:7hoffiDjviMT3MKHzRjJ8r,Siesta,Guzimi,happy
0.78,0.358,-10.988,0.0796,0.709,0.643,0.382,82.985,spotify:track:4Gs49fzepEtYLIlGDvHP7U,Mysteries,Guzimi,happy
0.618,0.308,-14.361,0.043,0.684,0.918,0.711,140.001,spotify:track:4DjiY0WodlXPtDEj2wYm2s,Mood Swing,Gxldxn Fxnch,happy
0.701,0.875,-4.1,0.0757,0.0262,7.32E-06,0.84,111.976,spotify:track:1l4iQsOZ5sOXZPMQLvouaB,Coast (feat. Anderson .Paak),Hailee Steinfeld,happy
0.548,0.632,-5.569,0.145,0.0126,4.95E-06,0.535,113.682,spotify:track:7KdF7Zac5eC9jutk9Qret4,The Wire,HAIM,happy
0.851,0.237,-10.349,0.235,0.187,0.884,0.699,81.995,spotify:track:4FO8ygXmPAxWeU8xX0JiVT,Alter Witz,Hairklep,happy
0.585,0.541,-9.684,0.0401,0.412,0.597,0.933,77.029,spotify:track:5Ibf8LudLBf4RuuKjlCb1E,Ilha Grande,Hak Hyun Woo,happy
0.717,0.404,-6.304,0.0535,0.253,0.828,0.449,73.006,spotify:track:382qYJNJg6Epz34w9Y0Iq3,Lazy Days,Harry Hawaii,happy
0.714,0.728,-4.595,0.0468,0.298,0,0.901,114.996,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry Styles,happy
0.72,0.715,-4.652,0.04,0.258,0.0568,0.357,107.041,spotify:track:5LYMamLv12UPbemOaTPyeV,Music For a Sushi Restaurant,Harry Styles,happy
0.653,0.869,-3.725,0.0382,0.128,2.20E-05,0.697,122.017,spotify:track:03mMSLEJCPoGJwQhHpN5y0,Treat People With Kindness,Harry Styles,happy
0.767,0.417,-10.831,0.232,0.089,0.827,0.785,177.966,spotify:track:1ELnNhmOONEEmyBFfUy6t5,KillMyEgo,HATAMITSUNAMI,happy
0.798,0.642,-8.447,0.0698,0.95,0.867,0.262,169.956,spotify:track:7AoMssgMP6vK7QPrKg4wkf,The Little Things,Headie Nines,happy
0.559,0.509,-11.03,0.0541,0.588,0.881,0.145,159.99,spotify:track:5I20Xa98Zm3YQlSfRQgwxt,millions,heading__,happy
0.818,0.448,-9.342,0.161,0.786,0.919,0.637,79.976,spotify:track:3Gzs37SLuzINUby4IAD0Hs,Gelato 33,heroku,happy
0.719,0.332,-9.41,0.071,0.0372,0.922,0.408,159.976,spotify:track:3IvMz6gCLLdUHmTF9vUHU0,Bossy Bossa,Hi Hat Henry,happy
0.712,0.825,-9.328,0.123,0.575,0.843,0.761,84.974,spotify:track:3llezaxf0tOO3n0S81ZgDI,Funkophomatic,Hi Hat Henry,happy
0.735,0.324,-12.177,0.0653,0.688,0.932,0.663,82.997,spotify:track:4iKXy98aDDZ1KqrU7PrAhB,clear blue sky,Hicut Lopass,happy
0.507,0.379,-10.607,0.0951,0.892,0.804,0.152,82.026,spotify:track:3lN0whHnarXeTmsRpJ1CsI,warm ocean,Hiest,happy
0.496,0.169,-19.157,0.348,0.511,0.88,0.515,91.335,spotify:track:5hCXtdsOhwWCG6zX0ivfYg,Train Ride,High John,happy
0.809,0.121,-13.459,0.428,0.94,0.883,0.343,87.017,spotify:track:0n7UVP6hEStbS96Uugnyzs,The Pappas,High Low Row,happy
0.373,0.847,-4.88,0.0462,0.00151,0.0108,0.538,140.03,spotify:track:0gsY8KBi8CuXePHxBjpysJ,Girlfriends,High Tropics,happy
0.439,0.752,-6.001,0.0308,8.50E-06,0.6,0.144,129.953,spotify:track:3I5Qq3AwUCbj8Qb0KBqegb,Good Morning,High Tropics,happy
0.654,0.717,-6.564,0.0416,0.089,0.00148,0.961,159.963,spotify:track:4S7misxIYuUVypO0NwDwuW,Bad Dream Baby,Hippo Campus,happy
0.639,0.72,-4.253,0.0284,0.0276,0,0.921,131.797,spotify:track:0mIPUewslxddIZHnWuPnMD,Song Away,Hockey,happy
0.793,0.588,-14.723,0.116,0.0251,0.911,0.922,156.889,spotify:track:6IfPYRbW6tJyCf2qtPBciO,Fruit Salad,homieunculus,happy
0.6,0.527,-9.422,0.0352,0.272,0.655,0.141,172.002,spotify:track:08K0FjEDRLXt3j1bjwTbcJ,Outer circles,hoodeeny,happy
0.759,0.483,-8.674,0.0616,0.168,0.942,0.336,79.991,spotify:track:7p00qzU7Rg9dHYn1dJ9nAr,Since Day One,huglord,happy
0.593,0.539,-8.59,0.0451,0.354,0.893,0.455,170.042,spotify:track:1IUT3BorvndecJgtcyMWPu,Na Bosana II,HVMZA XI,happy
0.796,0.411,-9.928,0.0366,0.936,0.915,0.337,81.01,spotify:track:65q3kfyuiECf7SyL4lL0oO,Sault,Hype Right,happy
0.719,0.251,-8.998,0.0419,0.592,0.917,0.282,84.013,spotify:track:6jgIuOAJG4lD27tbuq5BHM,Stop By,Hz.,happy
0.776,0.239,-8.428,0.0977,0.667,0.889,0.224,130.054,spotify:track:6c6O3C07YbA6oSNSmQqkMB,Second Moon,iamalex,happy
0.708,0.328,-10.542,0.0991,0.654,0.0759,0.392,180.257,spotify:track:2SEnMRBzVNrfraOxbFKI2Q,wolfram wonders,ideal form,happy
0.59,0.93,-4.259,0.0374,0.0984,0.00332,0.954,119.923,spotify:track:6gobLJ63a1TNrSrU53tSj5,We're from Barcelona,I'm From Barcelona,happy
0.772,0.75,-3.67,0.0455,0.0201,0,0.587,114.061,spotify:track:54ipXppHLA8U4yqpOFTUhr,Bones,Imagine Dragons,happy
0.631,0.924,-5.589,0.146,0.0841,3.59E-06,0.755,100.045,spotify:track:213x4gsFDm04hSqIUkg88w,On Top Of The World,Imagine Dragons,happy
0.776,0.347,-11.312,0.0606,0.419,0.772,0.225,149.899,spotify:track:4PqKF4AvWgQLDh7hUYdYtc,lustig,Izidore x,happy
0.73,0.466,-13.884,0.0635,0.632,0.867,0.536,149.979,spotify:track:5ilT388QMDMs9K6zTTpZ50,standard,J0pie,happy
0.533,0.964,-4.712,0.0878,0.269,6.29E-05,0.812,156.149,spotify:track:7mltbDRKBRKXff3dOtwqcA,I Gotta Have It,Jace Everett,happy
0.507,0.428,-10.58,0.0279,0.257,0.699,0.487,85.028,spotify:track:4F1wJB60G4t7IVfRutfwY4,Downtown,Jack Dean,happy
0.818,0.783,-6.534,0.0444,0.232,0.00886,0.819,99.992,spotify:track:1YrC8s6yZWw23QxW6rfM9f,Come,Jain,happy
0.561,0.846,-4.48,0.0867,0.0634,0,0.75,116.168,spotify:track:5s9sZ2i76iAZeFt5f9uUKP,Lightning Bolt,Jake Bugg,happy
0.689,0.887,-4.27,0.0424,0.0231,0,0.937,142.014,spotify:track:0Me1AKVY2wzxOKLMiaAtNy,Best Fake Smile,James Bay,happy
0.598,0.531,-7.484,0.0954,0.331,1.51E-06,0.696,70.469,spotify:track:4ZrbWwFHHjPoe7cfUBJ9WQ,I Got You (I Feel Good),James Brown,happy
0.812,0.706,-6.054,0.0709,0.0412,0,0.621,112.002,spotify:track:4xYlpJPENfM4DT0rUYFqSP,I Feel Like Dancing,Jason Mraz,happy
0.718,0.658,-7.207,0.0664,0.146,0,0.804,108.103,spotify:track:095eK5hacN4Y9r7k8TyJ1B,Butterfly,Jason Mraz,happy
0.687,0.768,-5.898,0.215,0.685,0.000202,0.519,159.009,spotify:track:2pCR7dwwRpeAAnpUr1Ekwz,lalala,JAWNY,happy
0.531,0.866,-4.776,0.0569,0.187,0.00116,0.438,164.049,spotify:track:3gfve6BgoTkZK3uBkqttz8,adios,JAWNY,happy
0.586,0.556,-7.639,0.0592,0.00655,0,0.517,167.018,spotify:track:4svaKoxMMP7ImmKrD5hfQu,Victoria's Secret,Jax,happy
0.722,0.572,-15.063,0.0535,0.0881,0.801,0.375,115.028,spotify:track:1zrrbPh20X2mZY74tgJ86s,Copacabana Days,Jazzinuf,happy
0.65,0.384,-12.918,0.0337,0.773,0.874,0.284,88.026,spotify:track:5irlm4HR7wslp9BTuMlLQo,Something Has Happened,Jazzinuf,happy
0.531,0.531,-9.333,0.0329,0.818,0.841,0.286,80.049,spotify:track:29i0fM2WgShkB2lnb6GnBv,How About This,JazzyHan,happy
0.724,0.48,-7.537,0.0342,0.211,0.0772,0.591,125.007,spotify:track:4gwltSjdrzKtKz9dlk2Wja,Stella Brown,Jelani Aryeh,happy
0.636,0.831,-3.945,0.182,0.0294,3.85E-06,0.668,175.015,spotify:track:2fTsFCKRFQ5M0igJgabnLA,Price Tag,Jessie J,happy
0.801,0.757,-7.13,0.0369,0.301,8.25E-06,0.962,109.366,spotify:track:46JMEuyi5JFYSRzxeIWk9Q,Reggae Night,Jimmy Cliff,happy
0.639,0.875,-8.231,0.0413,0.611,1.18E-05,0.873,93.242,spotify:track:3eKkMH08IN5qbjp8wv6cV8,If You Wanna Be Happy,Jimmy Soul,happy
0.818,0.331,-11.755,0.394,0.925,0.931,0.828,76.92,spotify:track:5LZvWXagCJaMSTfJW9lOxR,wonderer,Jk Beatbook,happy
0.487,0.682,-6.373,0.075,0.369,0.566,0.446,173.985,spotify:track:3BIigRWvCUldxIeQkzSEMa,Llama Drama,Jobii,happy
0.778,0.221,-13.734,0.0741,0.58,0.749,0.322,87.979,spotify:track:6Puzyr6rxBYIjlKG5GTifj,Parallels,Joe Sunrise,happy
0.655,0.621,-13.083,0.0269,0.629,0.92,0.759,100.022,spotify:track:6Ags8HBI6GXgKzeR4iwrHz,buenos,Joey Silva,happy
0.826,0.694,-7.862,0.0315,0.316,0.0285,0.852,123.932,spotify:track:4T6FWA703h6H7zk1FoSARw,New Light,John Mayer,happy
0.498,0.872,-6.744,0.0977,0.14,3.17E-06,0.553,170.056,spotify:track:3jnMhpFIw1rtQh43XnNUxs,Said and Done,Johnning,happy
0.66,0.43,-8.103,0.0278,0.277,0.868,0.309,79.996,spotify:track:1y2zDUWWkG4P97pDjWGrDi,The New Day,Jolly Jordan,happy
0.346,0.417,-11.913,0.0361,0.567,0.856,0.317,90.038,spotify:track:2kHDQldORUg2dYR1BOQlWc,Lab,Jon Droulis,happy
0.731,0.822,-5.305,0.0459,0.394,0,0.708,118.021,spotify:track:1Te8WIfLudxjHTr66BL0JK,Perfect Strangers,Jonas Blue,happy
0.682,0.9,-5.028,0.0874,0.0884,0.063,0.937,100.721,spotify:track:3jfZ9M23l0L7RxzYMTgBTv,Looking Out for You,Joy Again,happy
0.747,0.904,-2.623,0.0803,0.046,0.106,0.846,118.877,spotify:track:7cGfrVoC7G03XeXn7yflx5,Move Your Feet,Junior Senior,happy
0.666,0.83,-5.715,0.0751,0.0123,0,0.702,113.03,spotify:track:6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,happy
0.862,0.753,-5.356,0.0625,0.131,2.01E-06,0.827,105.039,spotify:track:7MC4XR9M9amdmKQr2iDF7i,Iko Iko (My Bestie),Justin Wellington,happy
0.591,0.54,-13.829,0.0366,0.319,0.879,0.565,95.987,spotify:track:5P4K1RXoqxuLalYxSQqgbA,Vague Action,K9 Division,happy
0.543,0.739,-5.618,0.0399,0.00379,2.29E-06,0.665,122.016,spotify:track:4WkwaDueMMiU1bKHh31B6C,Alter Ego,KALEO,happy
0.611,0.297,-12.714,0.0368,0.895,0.92,0.146,155.984,spotify:track:1MiNU5skQjRrPIc7WC77PT,Loose Waves,kanves,happy
0.734,0.206,-19.989,0.162,0.839,0.0971,0.349,85.02,spotify:track:6YgYLWehHMYQ0EYScrgcK3,Bossa,Karmawin,happy
0.565,0.912,-4.036,0.056,0.0982,0,0.881,84.49,spotify:track:3PY6DWrkuIt6LZgFesrIkJ,Foundations,Kate Nash,happy
0.596,0.869,-11.97,0.037,0.0116,0.173,0.944,109.902,spotify:track:05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,Katrina & The Waves,happy
0.837,0.592,-14.264,0.0671,0.0754,0.000251,0.836,125.686,spotify:track:4AdgZcX33Iq9fQGRHWDr5j,Give It Up,KC & The Sunshine Band,happy
0.562,0.939,-4.282,0.0475,0.046,0,0.684,116.044,spotify:track:1nInOsHbtotAmEOQhtvnzP,Stronger (What Doesn't Kill You),Kelly Clarkson,happy
0.803,0.366,-9.189,0.0853,0.517,0.881,0.36,92.974,spotify:track:5rk8yGrnwfEyLzxhjcrlmq,Light Of Day,Kewlie,happy
0.733,0.653,-6.094,0.0391,0.0179,0.0218,0.752,119.996,spotify:track:1QxIFMs4M8qd5cbJJu80v4,Skyline,Khalid,happy
0.629,0.287,-12.641,0.0397,0.848,0.88,0.127,149.972,spotify:track:56K5DnvyPR7rXqFp8WJZIh,Crimson Sunset,Kind Puppy,happy
0.843,0.656,-11.184,0.0595,0.0466,0.0187,0.931,121.112,spotify:track:6pc8xULSlsMdFB3OrqbvZ4,Celebration - Single Version,Kool & The Gang,happy
0.754,0.378,-12.015,0.0518,0.697,0.883,0.74,87.977,spotify:track:0CIkHeRy9TMRJXfplWRDf1,Comets,Korey Wade,happy
0.587,0.767,-5.713,0.0449,0.225,0,0.664,100.38,spotify:track:5p9XWUdvbUzmPCukOmwoU3,Suddenly I See,KT Tunstall,happy
0.643,0.585,-5.994,0.0369,0.225,0,0.188,106.015,spotify:track:21H0pUV2uPIPcFnFhgTBjo,Woke Up in Love,Kygo,happy
0.519,0.666,-7.576,0.0318,0.0108,0.000623,0.603,139.94,spotify:track:7xLfmCx9jcZNgzlIK7NupN,Stress Relief,late night drive home,happy
0.935,0.81,-3.838,0.117,0.0401,0,0.787,106.028,spotify:track:5lHxARJJrZc3ss4ZVmGWfz,Big Energy,Latto,happy
0.772,0.368,-13.738,0.0633,0.187,0.88,0.379,85.998,spotify:track:4duI476FUu6iId8JOTOk8i,Hang On,Lazy Leopard,happy
0.92,0.914,-4.555,0.0444,0.0222,7.62E-05,0.974,135.923,spotify:track:73mlvsfJM2qwlDUJxeaatI,Daft Punk Is Playing at My House,LCD Soundsystem,happy
0.828,0.407,-9.976,0.367,0.199,0.762,0.491,170.034,spotify:track:5zNXoNQMHEQYegSTnfn5Jo,Dimples,Le Pug,happy
0.607,0.354,-9.504,0.042,0.739,0.932,0.442,77.972,spotify:track:4suksbwXJA8hVjudRncmnD,White Lotus,Leave,happy
0.661,0.28,-15.698,0.262,0.876,0.909,0.572,192.168,spotify:track:3JWHNLTvYVDDFkkVkeK5gP,Cerebral Hemispheres,Left spectrum of the brain,happy
0.601,0.488,-11.73,0.0364,0.217,0.929,0.307,170.017,spotify:track:1SXSmGCjT0Ldw2KyssUHOd,summer nights,leicht.,happy
0.799,0.484,-8.4,0.0907,0.722,0.916,0.552,87.02,spotify:track:2LWBOPGmgxCI9awFaBN5JL,Common Sunflower,Lekie Low,happy
0.627,0.14,-16.782,0.0832,0.968,0.861,0.508,163.898,spotify:track:74HsEuxWpgnH0osQ3LT7UP,Faster,LelleXCX,happy
0.701,0.627,-11.95,0.154,0.24,0.522,0.773,162.033,spotify:track:5woq04bPb5fZ4bB8wfOkuC,Feeling Good,Leo Motta,happy
0.845,0.296,-10.768,0.102,0.429,0.732,0.343,100.969,spotify:track:1fhjWT1MnTzmVvVpOzkSJQ,Baller,Lil Gromit,happy
0.713,0.565,-7.8,0.0351,0.0252,3.20E-06,0.705,130.047,spotify:track:3DCU0R5FFaB9GKxZERb5wr,Temper Temper,Lime Cordiale,happy
0.549,0.498,-13.445,0.106,0.924,0.937,0.571,74.996,spotify:track:4LWlyRclaxRUscbVQQ3syw,a little bossa,Linearwave,happy
0.695,0.724,-9.426,0.0479,0.766,0.914,0.919,159.584,spotify:track:5mR1njp8a1rfU3b8BllWS9,Dirib Dirib,Linn Blink,happy
0.656,0.421,-9.632,0.0496,0.207,0.937,0.569,86.016,spotify:track:49u0JV9xCRqhRHLuqQ8ZRr,Hello Again,Living Room,happy
0.785,0.631,-7.595,0.0452,0.508,0.862,0.67,149.929,spotify:track:3LEIN9DIPnYhJ5b1dNgVcC,Dope after 8 PM,Living Room,happy
0.727,0.604,-11.524,0.0524,0.179,0.874,0.753,83.968,spotify:track:7KZBQq0GlS2VDoN7AcTgSM,Brasileiro,Living Room,happy
0.721,0.769,-4.111,0.105,0.0922,0,0.915,155.932,spotify:track:2rmwqU7yzTvzkiaRV53DpT,2 Be Loved (Am I Ready),Lizzo,happy
0.831,0.633,-10.559,0.0834,0.048,0.914,0.887,155.983,spotify:track:0YMvwk402Q43UuHhIzUJDV,Brazilian Relaxation,Lobster Gibbs,happy
0.452,0.834,-4.657,0.0967,0.0417,0.00036,0.514,142.088,spotify:track:5wCVLW9qMtIY9IkBeyYnh6,When Am I Gonna Lose You,Local Natives,happy
0.793,0.416,-11.908,0.0639,0.761,0.804,0.612,152.039,spotify:track:5ZbKZYQruUqEhs5tZH3yGe,Atomic Samba,Lofi Brazil,happy
0.485,0.323,-8.973,0.315,0.884,0.896,0.881,84.211,spotify:track:5Qnot7dFk2OguRXGOzG3rN,Lucy Goosey,Lofi Lucy,happy
0.8,0.236,-19.348,0.0589,0.75,0.913,0.774,76.998,spotify:track:6S8JC8wqZjBSwKpMa16bZV,Hot Hot Stuff,Lofidelity Habanero,happy
0.607,0.228,-15.295,0.363,0.144,0.813,0.59,83.91,spotify:track:7JnFdD5M4sKv4j26plgBPy,Chili is hot,Lofidelity Habanero,happy
0.47,0.417,-10.776,0.0422,0.659,0.269,0.348,96.288,spotify:track:5mldxUZ2V2dcqs5A1wecQC,Livingroom Diaries,lofighters,happy
0.828,0.342,-10.22,0.0789,0.36,0.742,0.888,145.987,spotify:track:3OzKdBTO77CznB7mmxWheV,Ballroom Samba,London Lighthouse,happy
0.821,0.438,-8.653,0.0834,0.211,0.842,0.855,140.016,spotify:track:3a6QJ1LliJ76QlldwAULQE,Beach Lunch,London-Seoul,happy
0.466,0.823,-6.635,0.311,0.00237,0.000321,0.782,175.797,spotify:track:755inykyaG4w22GWAsA3MX,Marlboro Nights,Lonely God,happy
0.671,0.636,-8.117,0.103,0.515,0.000411,0.262,120.966,spotify:track:3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Lost Frequencies,happy
0.517,0.891,-6.749,0.101,0.00905,0.0245,0.363,152.007,spotify:track:21rYCEejlfM0LYRlfzxGeM,Call Me What You Like,Lovejoy,happy
0.339,0.73,-8.568,0.0358,0.00737,0,0.837,183.144,spotify:track:58U47mHjyLwUwJZ7voUt15,One Day,Lovejoy,happy
0.623,0.788,-7.777,0.0415,0.000247,0.271,0.955,121.974,spotify:track:7ITzf6TxMKnUwgXfNRfMxI,Perfume,Lovejoy,happy
0.672,0.576,-8.812,0.0582,0.602,0.928,0.551,87.966,spotify:track:2zVJsiJGMW7mgHbKVlckX5,Dreamwalker,lowerkaze,happy
0.706,0.252,-13.805,0.051,0.904,0.919,0.253,85.502,spotify:track:7sigACWgeejkcI9Q41FCue,Sunday Mornings,Lucid Keys,happy
0.846,0.386,-12.356,0.0946,0.811,0.892,0.694,140.045,spotify:track:0EFgBCfmXaGqYEtEKKlUR5,Journey,Lushi,happy
0.734,0.433,-10.489,0.0492,0.416,0.789,0.421,170.006,spotify:track:5BtsFpx8uJJlP4jQZUXxvq,Summer Is Here,Lynde,happy
0.601,0.593,-11.685,0.0257,0.181,0.000441,0.902,97.784,spotify:track:74QCZPlpayjvQ4yJJFljfQ,Sweet Home Alabama,Lynyrd Skynyrd,happy
0.682,0.381,-15.28,0.079,0.55,0.877,0.728,142.074,spotify:track:75auF6xIkTmj6LRPr0VRqX,LzmD - Move On,LzmD,happy
0.706,0.372,-10.405,0.113,0.228,0.833,0.618,172.027,spotify:track:3zoZK3uNp9ckLJFNZcMXUx,Urban Roots,m.sorlii,happy
0.565,0.832,-5.751,0.108,0.0638,0.0288,0.847,143.303,spotify:track:3HlK8txWAdtKMrbsqX40pl,Freaking Out the Neighborhood,Mac DeMarco,happy
0.769,0.858,-6.01,0.15,0.117,0.0186,0.86,160.049,spotify:track:5C8ySsx3AT121g24uYR823,NO BAD DAYS (feat. Collett),Macklemore,happy
0.898,0.732,-3.982,0.0427,0.621,1.29E-05,0.96,115.955,spotify:track:6maTPqynTmrkWIralgGaoP,If We Ever Broke Up,Mae Stephens,happy
0.576,0.33,-12.071,0.238,0.445,0.81,0.37,63.935,spotify:track:69Q3BvKjpIeCJkCcvPxs7R,Fandango,MAGICMINT,happy
0.806,0.349,-8.597,0.0369,0.597,0.766,0.561,75.039,spotify:track:1LpLdL8nYXqSwaGOcx1CDo,Falling Leaves,Major 7th,happy
0.853,0.681,-5.003,0.0888,0.00966,5.71E-05,0.93,114.989,spotify:track:4rmPQGwcLQjCoFq5NrTA0D,Uptown Funk (feat. Bruno Mars),Mark Ronson,happy
0.722,0.761,-4.459,0.0475,0.0117,0,0.624,128.044,spotify:track:7pYfyrMNPn3wtoCyqcTVoI,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,happy
0.721,0.738,-4.77,0.0403,0.00226,4.41E-06,0.637,119.976,spotify:track:4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),Marshmello,happy
0.674,0.794,-7.361,0.0726,0.27,2.47E-06,0.685,129.292,spotify:track:4gbR24XpCUTkoElYKZlrpO,Ain't No Mountain High Enough - Stereo Version,Marvin Gaye,happy
0.76,0.714,-7.134,0.0274,0.175,0,0.774,110.007,spotify:track:7GH4CmhitO7eLNLnUBtduQ,Mr. Pitiful,Matt Costa,happy
0.77,0.62,-6.435,0.109,0.036,0.848,0.542,86.987,spotify:track:563eOsTuwa7hZomJl7AI4A,Conant Gardens,Matt Large,happy
0.911,0.51,-9.572,0.0662,0.0874,0.819,0.63,124.017,spotify:track:3LM2Uk0tqmBNjZUTE4EWdn,Buenos Dias,Matt Large,happy
0.556,0.557,-5.171,0.11,0.0687,0.805,0.536,191.796,spotify:track:2BDKKL4We7h8JwGk4NWpE5,So Addictive,Matt Large,happy
0.783,0.472,-8.392,0.0427,0.22,0.000458,0.589,122.052,spotify:track:4qbEaaJ29p32GI8EWQmm6R,dumb dumb,mazie,happy
0.589,0.619,-7.767,0.0414,0.16,0.925,0.385,176.049,spotify:track:6aqMX6fuByY91a282vtaCC,Puerto Rico,MC,happy
0.682,0.396,-10.108,0.044,0.414,0.771,0.236,141.971,spotify:track:1ljFw0Kwk2iYoQUeg5RAp1,iykyk,meadowzz,happy
0.751,0.661,-6.131,0.0871,0.124,0,0.761,120.052,spotify:track:69ZzhvHnSSnzMO8SMYEJWb,Mother,Meghan Trainor,happy
0.628,0.742,-4.51,0.0668,0.0624,0,0.829,148.756,spotify:track:0Bm2kjXM4w6JlwS6jpTmfO,Don't I Make It Look Easy,Meghan Trainor,happy
0.811,0.879,-3.724,0.0514,0.0476,1.91E-06,0.962,134.064,spotify:track:0ifSeVGUr7py5GggttDhXw,All About That Bass,Meghan Trainor,happy
0.637,0.624,-7.022,0.083,0.817,0.126,0.541,150.067,spotify:track:0hvhmLGNOEy6qlNodaGTWX,Jonde,Melatone,happy
